word,type,level,guideword,topic,scene_uid,uid
abricot,nom,A1,,,1,1
adha,,A1,,,1,2
alexandre,nom,A1,,Commander dans un café,1,3
arthurien,adjectif,A1,,Commander dans un café,1,4
basque,adjectif,A1,,Commander dans un café,1,5
bateau - mouche,nom,A1,,Commander dans un café,1,6
bordelais,nom,A1,,Commander dans un café,1,7
bordelais,adjectif,A1,,Commander dans un café,1,8
adorable,adjectif,A1,,,2,9
agnès,nom,A1,,,2,10
cafe,nom,A1,,Commander dans un café,2,11
châtaigne,nom,A1,,Commander dans un café,2,12
civière,nom,A1,,Commander dans un café,2,13
dans le cours de,préposition,A1,,Commander dans un café,2,14
dauphinois,adjectif,A1,,Commander dans un café,2,15
dir,nom,A1,,Commander dans un café,2,16
ah,adverbe,A1,,,3,17
ah non,adverbe,A1,,,3,18
fjord,nom,A1,,Commander dans un café,3,19
guirlande,nom,A1,,Commander dans un café,3,20
hugo,,A1,,Commander dans un café,3,21
monsieur,nom,A1,,Commander dans un café,3,22
montagne,nom,A1,,Commander dans un café,3,23
montagneux,adjectif,A1,,Commander dans un café,3,24
alex,nom,A1,,,4,25
amuse,nom,A1,,,4,26
polonais,adjectif,A1,,Commander dans un café,4,27
ronde,nom,A1,,Commander dans un café,4,28
rue,nom,A1,,Commander dans un café,4,29
station,nom,A1,,Commander dans un café,4,30
traîneau,nom,A1,,Commander dans un café,4,31
téléphérique,nom,A1,,Commander dans un café,4,32
antillais,nom,A1,,,5,33
apl,nom,A1,,,5,34
janv,adverbe,A1,,Saluer et se présenter,5,35
janv,nom,A1,,Saluer et se présenter,5,36
jeudi,nom,A1,,Saluer et se présenter,5,37
salutation,nom,A1,,Saluer et se présenter,5,38
suivre,verbe,A1,,Saluer et se présenter,5,39
tu vas tout droit,adverbe,A1,,Décrire des vêtements,5,40
appeler,verbe,A1,,,6,41
appeller,verbe,A1,,,6,42
vide,adjectif,A1,,Décrire des vêtements,6,43
journée,nom,A1,,Décrire une journée ordinaire,6,44
nocturne,adjectif,A1,,Décrire une journée ordinaire,6,45
seigneurial,adjectif,A1,,Décrire une journée ordinaire,6,46
camion,nom,A1,,Saluer et dire au revoir,6,47
farine,nom,A1,,Saluer et dire au revoir,6,48
aquarium,nom,A1,,,7,49
arrogant,nom,A1,,,7,50
il y avoir,verbe,A1,,Saluer et dire au revoir,7,51
jouer,verbe,A1,,Saluer et dire au revoir,7,52
revoir,verbe,A1,,Saluer et dire au revoir,7,53
saluer,verbe,A1,,Saluer et dire au revoir,7,54
salut,nom,A1,,Saluer et dire au revoir,7,55
salut,adverbe,A1,,Saluer et dire au revoir,7,56
aspirine,nom,A1,,,8,57
astro,adjectif,A1,,,8,58
taguer,verbe,A1,,Saluer et dire au revoir,8,59
h,adverbe,A1,,Demander et dire l'heure,8,60
h,nom,A1,,Demander et dire l'heure,8,61
h.,adverbe,A1,,Demander et dire l'heure,8,62
heure,nom,A1,,Demander et dire l'heure,8,63
heures,nom,A1,,Demander et dire l'heure,8,64
attention,nom,A1,,,9,65
autodidacte,adjectif,A1,,,9,66
tout à l' heure,adverbe,A1,,Demander et dire l'heure,9,67
à l’ étranger,adverbe,A1,,Demander et dire l'heure,9,68
à tout à l’ heure,adverbe,A1,,Demander et dire l'heure,9,69
aussi,adverbe,A1,,Décrire sa famille,9,70
corriger,verbe,A1,,Décrire sa famille,9,71
craie,nom,A1,,Décrire sa famille,9,72
automatiser,verbe,A1,,,10,73
automne,nom,A1,,,10,74
dada,nom,A1,,Décrire sa famille,10,75
dodo,nom,A1,,Décrire sa famille,10,76
fa,nom,A1,,Décrire sa famille,10,77
fac,nom,A1,,Décrire sa famille,10,78
famille,nom,A1,,Décrire sa famille,10,79
fascine,nom,A1,,Décrire sa famille,10,80
autour,nom,A1,,,11,81
avalanche,nom,A1,,,11,82
friser,verbe,A1,,Décrire sa famille,11,83
frisé,adjectif,A1,,Décrire sa famille,11,84
friterie,nom,A1,,Décrire sa famille,11,85
mille,déterminant,A1,,Décrire sa famille,11,86
sagittaire,nom,A1,,Décrire sa famille,11,87
calanco,,A1,,Décrire la météo,11,88
avarice,nom,A1,,,12,89
axe,nom,A1,,,12,90
calanque,nom,A1,,Décrire la météo,12,91
cimetière,nom,A1,,Décrire la météo,12,92
crémaillière,nom,A1,,Décrire la météo,12,93
decouverte,nom,A1,,Décrire la météo,12,94
dehors,adverbe,A1,,Décrire la météo,12,95
deudeuche,nom,A1,,Décrire la météo,12,96
azou,nom,A1,,,13,97
aéroport,nom,A1,,,13,98
dèjà,adverbe,A1,,Décrire la météo,13,99
découvrir,verbe,A1,,Décrire la météo,13,100
dépliant,nom,A1,,Décrire la météo,13,101
désolé,adjectif,A1,,Décrire la météo,13,102
el,,A1,,Décrire la météo,13,103
en latin,adverbe,A1,,Décrire la météo,13,104
bagnat,nom,A1,,,14,105
bambara,nom,A1,,,14,106
ennuyeux,adjectif,A1,,Décrire la météo,14,107
es,nom,A1,,Décrire la météo,14,108
la,nom,A1,,Décrire la météo,14,109
la la la la,verbe,A1,,Décrire la météo,14,110
lago,,A1,,Décrire la météo,14,111
losange,nom,A1,,Décrire la météo,14,112
banane,nom,A1,,,15,113
bateau,nom,A1,,,15,114
là,adverbe,A1,,Décrire la météo,15,115
là - bas,adverbe,A1,,Décrire la météo,15,116
piazza,nom,A1,,Décrire la météo,15,117
quenelle,nom,A1,,Décrire la météo,15,118
resto,nom,A1,,Décrire la météo,15,119
speculoos,nom,A1,,Décrire la météo,15,120
bb,nom,A1,,,16,121
bd,nom,A1,,,16,122
strasbourgeois,adjectif,A1,,Décrire la météo,16,123
sénéchal,nom,A1,,Décrire la météo,16,124
tenace,adjectif,A1,,Décrire la météo,16,125
trois,déterminant,A1,,Décrire la météo,16,126
trois,pronom,A1,,Décrire la météo,16,127
tu as dit,adverbe,A1,,Décrire la météo,16,128
beaucoup,adverbe,A1,,,17,129
bel,nom,A1,,,17,130
tu devras seulement,adverbe,A1,,Décrire la météo,17,131
tu es sûr,adverbe,A1,,Décrire la météo,17,132
tu la connais,adverbe,A1,,Décrire la météo,17,133
tu y es,adverbe,A1,,Décrire la météo,17,134
à la place de,préposition,A1,,Décrire la météo,17,135
égyptien,adjectif,A1,,Décrire la météo,17,136
bel,adjectif,A1,,,18,137
ben,nom,A1,,,18,138
élastique,nom,A1,,Décrire la météo,18,139
adresse,nom,A1,,Décrire une ville,18,140
bordeaux,nom,A1,,Décrire une ville,18,141
cadeau,nom,A1,,Décrire une ville,18,142
centre - ville,nom,A1,,Décrire une ville,18,143
ciseaux,nom,A1,,Décrire une ville,18,144
ben,adverbe,A1,,,19,145
biguine,nom,A1,,,19,146
côte,nom,A1,,Décrire une ville,19,147
débauche,nom,A1,,Décrire une ville,19,148
en centre,adverbe,A1,,Décrire une ville,19,149
foie,nom,A1,,Décrire une ville,19,150
nord - ouest,nom,A1,,Décrire une ville,19,151
oignon,nom,A1,,Décrire une ville,19,152
bizarre,adjectif,A1,,,20,153
blan,adjectif,A1,,,20,154
parisien,nom,A1,,Décrire une ville,20,155
villageois,nom,A1,,Décrire une ville,20,156
ville,nom,A1,,Décrire une ville,20,157
à côté de,préposition,A1,,Décrire une ville,20,158
ah bon,adverbe,A1,,Faire des plans avec des amis,20,159
ah oui,adverbe,A1,,Faire des plans avec des amis,20,160
boisson,nom,A1,,,21,161
boite,nom,A1,,,21,162
aile,nom,A1,,Faire des plans avec des amis,21,163
eh oui,adverbe,A1,,Faire des plans avec des amis,21,164
le,préposition,A1,,Faire des plans avec des amis,21,165
près d' ici,adverbe,A1,,Faire des plans avec des amis,21,166
tu me fais,adverbe,A1,,Faire des plans avec des amis,21,167
attendre,verbe,A1,,Commander dans un restaurant,21,168
bot,adjectif,A1,,,22,169
bouquin,nom,A1,,,22,170
banquet,nom,A1,,Commander dans un restaurant,22,171
charleville,nom,A1,,Commander dans un restaurant,22,172
chaîne hi - fi,nom,A1,,Commander dans un restaurant,22,173
chef - op,nom,A1,,Commander dans un restaurant,22,174
chef - opérateur,nom,A1,,Commander dans un restaurant,22,175
chilien,adjectif,A1,,Commander dans un restaurant,22,176
bowling,nom,A1,,,23,177
boîte,nom,A1,,,23,178
commandement,nom,A1,,Commander dans un restaurant,23,179
commander,verbe,A1,,Commander dans un restaurant,23,180
cuisiner,verbe,A1,,Commander dans un restaurant,23,181
dans le sud,adverbe,A1,,Commander dans un restaurant,23,182
danse,nom,A1,,Commander dans un restaurant,23,183
hôtellerie,nom,A1,,Commander dans un restaurant,23,184
bracelet,nom,A1,,,24,185
brave,adjectif,A1,,,24,186
menu,adjectif,A1,,Commander dans un restaurant,24,187
menu,nom,A1,,Commander dans un restaurant,24,188
restaurer,verbe,A1,,Commander dans un restaurant,24,189
serveur,adjectif,A1,,Commander dans un restaurant,24,190
serveur,nom,A1,,Commander dans un restaurant,24,191
homme,préposition,A1,,Décrire des personnes,24,192
brochure,nom,A1,,,25,193
bronzage,nom,A1,,,25,194
ananas,nom,A1,,Décrire sa maison,25,195
apéritif,nom,A1,,Décrire sa maison,25,196
brun,adjectif,A1,,Décrire sa maison,25,197
centre,nom,A1,,Décrire sa maison,25,198
chamb,nom,A1,,Décrire sa maison,25,199
chapitre,nom,A1,,Décrire sa maison,25,200
bruyant,adjectif,A1,,,26,201
bus,nom,A1,,,26,202
chauffe - eau,nom,A1,,Décrire sa maison,26,203
crèche,nom,A1,,Décrire sa maison,26,204
dormir,verbe,A1,,Décrire sa maison,26,205
horaire,nom,A1,,Décrire sa maison,26,206
hôtel,nom,A1,,Décrire sa maison,26,207
maison,nom,A1,,Décrire sa maison,26,208
bé,nom,A1,,,27,209
caméscope,nom,A1,,,27,210
manu,verbe,A1,,Décrire sa maison,27,211
place,nom,A1,,Décrire sa maison,27,212
rôti,nom,A1,,Décrire sa maison,27,213
rôti,adjectif,A1,,Décrire sa maison,27,214
soulignez,préposition,A1,,Décrire sa maison,27,215
stuc,nom,A1,,Décrire sa maison,27,216
canaille,adjectif,A1,,,28,217
canoë,nom,A1,,,28,218
grenouille,nom,A1,,Parler de projets,28,219
plongeur,nom,A1,,Parler de projets,28,220
prodige,nom,A1,,Parler de projets,28,221
projecteur,nom,A1,,Parler de projets,28,222
pronostic,nom,A1,,Parler de projets,28,223
donc tout,adverbe,A1,,Donner des descriptions,28,224
canyoning,nom,A1,,,29,225
capsule,nom,A1,,,29,226
doucher,verbe,A1,,Donner des descriptions,29,227
déguster,verbe,A1,,Donner des descriptions,29,228
hors - d' oeuvre,nom,A1,,Donner des descriptions,29,229
implorer,verbe,A1,,Donner des descriptions,29,230
placer,nom,A1,,Donner des descriptions,29,231
préparer,verbe,A1,,Donner des descriptions,29,232
card,,A1,,,30,233
cardinal,adjectif,A1,,,30,234
sommer,verbe,A1,,Donner des descriptions,30,235
bleu,adjectif,A1,,Bavarder à l'école,30,236
dame,adverbe,A1,,Bavarder à l'école,30,237
dame,nom,A1,,Bavarder à l'école,30,238
honneur,nom,A1,,Bavarder à l'école,30,239
régent,adjectif,A1,,Bavarder à l'école,30,240
carlos,nom,A1,,,31,241
caverne,nom,A1,,,31,242
studentbostäder,nom,A1,,Bavarder à l'école,31,243
à l’ école,adverbe,A1,,Bavarder à l'école,31,244
école,nom,A1,,Bavarder à l'école,31,245
casque,nom,A1,,Faire des comparaisons,31,246
commerçant,adjectif,A1,,Faire des comparaisons,31,247
confluent,nom,A1,,Faire des comparaisons,31,248
champagne,nom,A1,,,32,249
champagne,adjectif,A1,,,32,250
droite,nom,A1,,Faire des comparaisons,32,251
en liquide,adverbe,A1,,Faire des comparaisons,32,252
en quatrième,adverbe,A1,,Faire des comparaisons,32,253
itout à fait,adverbe,A1,,Faire des comparaisons,32,254
jusque au sommet de,préposition,A1,,Faire des comparaisons,32,255
paradisiaque,adjectif,A1,,Faire des comparaisons,32,256
charité,nom,A1,,,33,257
charmant,adjectif,A1,,,33,258
parapluie,nom,A1,,Faire des comparaisons,33,259
richement,adverbe,A1,,Faire des comparaisons,33,260
solde,nom,A1,,Faire des comparaisons,33,261
sortilège,nom,A1,,Faire des comparaisons,33,262
à droite,adverbe,A1,,Faire des comparaisons,33,263
habitant,nom,A1,,Planifier des activités,33,264
chevaucher,verbe,A1,,,34,265
chez,préposition,A1,,,34,266
fléché,adjectif,A1,,Parler de l'avenir,34,267
moreau,adjectif,A1,,Parler de l'avenir,34,268
moreau,nom,A1,,Parler de l'avenir,34,269
ouvrer,verbe,A1,,Parler de l'avenir,34,270
venira,,A1,,Parler de l'avenir,34,271
voeu,nom,A1,,Parler de l'avenir,34,272
chic,adjectif,A1,,,35,273
chinois,adjectif,A1,,,35,274
voulu,adjectif,A1,,Parler de l'avenir,35,275
à droite par là,adverbe,A1,,Parler de l'avenir,35,276
à l’ avance,adverbe,A1,,Parler de l'avenir,35,277
autour de toi et tu te poses,adverbe,A1,,Poser des questions sur le passé,35,278
exubérant,adjectif,A1,,Exprimer son opinion,35,279
son,nom,A1,,Exprimer son opinion,35,280
chip,nom,A1,,,36,281
chloé,nom,A1,,,36,282
puis soudain,adverbe,A1,,Parler de son travail,36,283
baigner,verbe,A1,,Bavarder avec les autres,36,284
danser,verbe,A1,,Bavarder avec les autres,36,285
retrouver,verbe,A1,,Bavarder avec les autres,36,286
concert,nom,A1,,Parler de festivals,36,287
moulin - tour,nom,A1,,Parler de festivals,36,288
chocolat,nom,A1,,,37,289
choucroute,nom,A1,,,37,290
promenade,nom,A1,,Parler de festivals,37,291
aquatique,adjectif,A1,,Parler de la nature,37,292
par terre,adverbe,A1,,Parler de la nature,37,293
cathédrale,nom,A1,,Parler de sujets de santé,37,294
en vue,adverbe,A1,,Parler de sujets de santé,37,295
martyr,nom,A1,,Parler de sujets de santé,37,296
cidre,nom,A1,,,38,297
cinq,déterminant,A1,,,38,298
quelle belle vue,adverbe,A1,,Parler de sujets de santé,38,299
sacrifier,verbe,A1,,Parler de sujets de santé,38,300
sucre,nom,A1,,Parler de sujets de santé,38,301
dedans ou dehors,adverbe,A1,,Décrire des objets,38,302
blanc,adjectif,A1,,Parler de temps libre,38,303
bouillabaisse,nom,A1,,Parler de temps libre,38,304
city,,A1,,,39,305
claus,nom,A1,,,39,306
dame de,préposition,A1,,Parler de temps libre,39,307
en blanc,adverbe,A1,,Parler de temps libre,39,308
en temps du,préposition,A1,,Parler de temps libre,39,309
fleuve,nom,A1,,Parler de temps libre,39,310
fraise,nom,A1,,Parler de temps libre,39,311
soupe,nom,A1,,Parler de temps libre,39,312
clerc,nom,A1,,,40,313
climat,nom,A1,,,40,314
sous le signe de,préposition,A1,,Parler de temps libre,40,315
souscrivez,préposition,A1,,Parler de temps libre,40,316
tout le temps,adverbe,A1,,Parler de temps libre,40,317
tu as juste dit,adverbe,A1,,Parler de temps libre,40,318
vive le temps,adverbe,A1,,Parler de temps libre,40,319
déjeuner,verbe,A1,,Mentionner ce qu'on a pour le petit-déjeuner,40,320
clip,nom,A1,,,41,321
coca,nom,A1,,,41,322
déjeuner,nom,A1,,Mentionner ce qu'on a pour le petit-déjeuner,41,323
déjeûner,nom,A1,,Mentionner ce qu'on a pour le petit-déjeuner,41,324
minime,nom,A1,,Mentionner ce qu'on a pour le petit-déjeuner,41,325
petit,adjectif,A1,,Mentionner ce qu'on a pour le petit-déjeuner,41,326
ambassade,nom,A1,,Décrire des meubles,41,327
bébé,nom,A1,,Décrire des meubles,41,328
collection,nom,A1,,,42,329
collectionner,verbe,A1,,,42,330
chffres,nom,A1,,Décrire des meubles,42,331
daube,nom,A1,,Décrire des meubles,42,332
emportez,préposition,A1,,Décrire des meubles,42,333
mec,nom,A1,,Décrire des meubles,42,334
meubler,verbe,A1,,Décrire des meubles,42,335
meunier,nom,A1,,Décrire des meubles,42,336
collège,nom,A1,,,43,337
combattant,nom,A1,,,43,338
meunier,adjectif,A1,,Décrire des meubles,43,339
tu me téléphones,adverbe,A1,,Décrire des meubles,43,340
mythique,adjectif,A1,,Rumorer sur les autres,43,341
pourquoi pas,adverbe,A1,,Rumorer sur les autres,43,342
crique,nom,A1,,Indiquer des quantités,43,343
quand,conjonction,A1,,Indiquer des quantités,43,344
combiné,nom,A1,,,44,345
commercialisable,adjectif,A1,,,44,346
accident,nom,A1,,Parler d'accidents,44,347
chut,adverbe,A1,,Parler d'accidents,44,348
discuter,verbe,A1,,Parler d'accidents,44,349
faillir,verbe,A1,,Parler d'accidents,44,350
handicapé,nom,A1,,Parler d'accidents,44,351
alors je fais juste,adverbe,A1,,Donner des conseils,44,352
commère,nom,A1,,,45,353
content,adjectif,A1,,,45,354
beau - frère,nom,A1,,Donner des conseils,45,355
conduire,nom,A1,,Donner des conseils,45,356
conteur,nom,A1,,Donner des conseils,45,357
contiuent,verbe,A1,,Donner des conseils,45,358
convenu,nom,A1,,Donner des conseils,45,359
en boîte,adverbe,A1,,Donner des conseils,45,360
content,nom,A1,,,46,361
couchant,nom,A1,,,46,362
en haut à,préposition,A1,,Donner des conseils,46,363
je,pronom,A1,,Donner des conseils,46,364
nuls alors,adverbe,A1,,Donner des conseils,46,365
technicien - conseil,nom,A1,,Donner des conseils,46,366
tout en bas,adverbe,A1,,Donner des conseils,46,367
tout en haut,adverbe,A1,,Donner des conseils,46,368
couscous,nom,A1,,,47,369
cyclisme,nom,A1,,,47,370
tu connais,adverbe,A1,,Donner des conseils,47,371
tu la connais bien,adverbe,A1,,Donner des conseils,47,372
tu t' appelles,préposition,A1,,Donner des conseils,47,373
tu veux du,préposition,A1,,Donner des conseils,47,374
tu viens d' où,adverbe,A1,,Donner des conseils,47,375
achetent,verbe,A1,,Acheter des vêtements,47,376
date,nom,A1,,,48,377
diable,nom,A1,,,48,378
acheter,verbe,A1,,Acheter des vêtements,48,379
au sommet de,préposition,A1,,Acheter des vêtements,48,380
avaianche,nom,A1,,Acheter des vêtements,48,381
avidement,adverbe,A1,,Acheter des vêtements,48,382
honorer,verbe,A1,,Parler de professions,48,383
prof,nom,A1,,Parler de professions,48,384
diane,nom,A1,,,49,385
dim,nom,A1,,,49,386
wagenknecht,nom,A1,,Parler de professions,49,387
argentin,adjectif,A1,,Parler de sa santé,49,388
balade,nom,A1,,Parler de sa santé,49,389
balai,nom,A1,,Parler de sa santé,49,390
brésilien,nom,A1,,Parler de sa santé,49,391
brésilien,adjectif,A1,,Parler de sa santé,49,392
district,nom,A1,,,50,393
do,nom,A1,,,50,394
capitole,nom,A1,,Parler de sa santé,50,395
sac,nom,A1,,Parler de sa santé,50,396
saint,nom,A1,,Parler de sa santé,50,397
santon,nom,A1,,Parler de sa santé,50,398
sapin,nom,A1,,Parler de sa santé,50,399
épice,nom,A1,,Parler de sa santé,50,400
décent,adjectif,A1,,,51,401
embêtant,adjectif,A1,,,51,402
altesse,nom,A1,,Participer en classe,51,403
avoine,nom,A1,,Participer en classe,51,404
bande,nom,A1,,Participer en classe,51,405
classe,adjectif,A1,,Participer en classe,51,406
classe,nom,A1,,Participer en classe,51,407
en classe,adverbe,A1,,Participer en classe,51,408
espagnols,nom,A1,,,52,409
excel - lent,adjectif,A1,,,52,410
finaliste,adjectif,A1,,Participer en classe,52,411
finaliste,nom,A1,,Participer en classe,52,412
hélicoptère,nom,A1,,Participer en classe,52,413
officiel,nom,A1,,Participer en classe,52,414
parti,adjectif,A1,,Participer en classe,52,415
partir,verbe,A1,,Participer en classe,52,416
excellent,adjectif,A1,,,53,417
extra,pronom,A1,,,53,418
ronflement,nom,A1,,Participer en classe,53,419
tu m' aides,adverbe,A1,,Participer en classe,53,420
affaires,nom,A1,,Parler des affaires,53,421
de plus que,adverbe,A1,,Parler de lieux,53,422
dix,adjectif,A1,,Parler de lieux,53,423
ix tu seras,adverbe,A1,,Parler de lieux,53,424
fidélité,nom,A1,,,54,425
fish,nom,A1,,,54,426
par l’ intermédiaire de,préposition,A1,,Parler de lieux,54,427
pendant plus de,préposition,A1,,Parler de lieux,54,428
quatre - vingt - dix,adjectif,A1,,Parler de lieux,54,429
triste,adjectif,A1,,Parler de lieux,54,430
tu vas par là,adverbe,A1,,Parler de lieux,54,431
votre,déterminant,A1,,Parler de lieux,54,432
flottant,adjectif,A1,,,55,433
foot,nom,A1,,,55,434
vous,pronom,A1,,Parler de lieux,55,435
à l’ occasion de,préposition,A1,,Parler de lieux,55,436
coquillage,nom,A1,,Interagir socialement,55,437
insolent,adjectif,A1,,Interagir socialement,55,438
vraiment,adverbe,A1,,Interagir socialement,55,439
drôlement,adverbe,A1,,Décrire des maladies,55,440
footing,nom,A1,,,56,441
formidable,adjectif,A1,,,56,442
débarquement,nom,A1,,Décrire des maladies,56,443
mal,adjectif,A1,,Décrire des maladies,56,444
mal - logés,nom,A1,,Décrire des maladies,56,445
cher,adjectif,A1,,Chercher un logement,56,446
cherche,nom,A1,,Chercher un logement,56,447
chercher,verbe,A1,,Chercher un logement,56,448
froid,adjectif,A1,,,57,449
fromage,nom,A1,,,57,450
logis,nom,A1,,Chercher un logement,57,451
souriant,adjectif,A1,,Chercher un logement,57,452
très,adverbe,A1,,Chercher un logement,57,453
manger,nom,A1,,Parler des tâches ménagères,57,454
manger,verbe,A1,,Parler des tâches ménagères,57,455
purée,nom,A1,,Identifier des ingrédients,57,456
fromont,nom,A1,,,58,457
fumé,adjectif,A1,,,58,458
cantonais,adjectif,A1,,Parler des tâches scolaires,58,459
croissant,nom,A1,,Parler des tâches scolaires,58,460
crêpe,nom,A1,,Parler des tâches scolaires,58,461
en tête à tête,adverbe,A1,,Parler des tâches scolaires,58,462
semestre,nom,A1,,Parler des tâches scolaires,58,463
tu aimes,adverbe,A1,,Parler des tâches scolaires,58,464
g,nom,A1,,,59,465
garçon,nom,A1,,,59,466
tu finis tard,adverbe,A1,,Parler des tâches scolaires,59,467
tu lis,adverbe,A1,,Parler des tâches scolaires,59,468
tu penses,adverbe,A1,,Parler des tâches scolaires,59,469
tu pleures,adverbe,A1,,Parler des tâches scolaires,59,470
tu t' entends quand tu lui parles,adverbe,A1,,Parler des tâches scolaires,59,471
tu te laves et tu t' habilles,adverbe,A1,,Parler des tâches scolaires,59,472
gauche,nom,A1,,,60,473
gendarmerie,nom,A1,,,60,474
vestige,nom,A1,,Parler des tâches scolaires,60,475
à juste titre,adverbe,A1,,Parler des tâches scolaires,60,476
assourdissant,adjectif,A1,,Analyser des professions,60,477
curriculum,nom,A1,,Analyser des professions,60,478
office,nom,A1,,Analyser des professions,60,479
pluridisciplinaire,adjectif,A1,,Analyser des professions,60,480
goûts,nom,A1,,,61,481
grand,adjectif,A1,,,61,482
décaféiné,adjectif,A1,,Décrire un mariage,61,483
gentil,adjectif,A1,,Décrire un mariage,61,484
illuminé,adjectif,A1,,Décrire un mariage,61,485
isabelle,adjectif,A1,,Décrire un mariage,61,486
trange,adjectif,A1,,Décrire un mariage,61,487
tranquille,adjectif,A1,,Décrire un mariage,61,488
grands,,A1,,,62,489
grave,adjectif,A1,,,62,490
tranquillisant,adjectif,A1,,Décrire un mariage,62,491
zodiaque,nom,A1,,Décrire un mariage,62,492
gondole,nom,A1,,Parler de souvenirs,62,493
gousse,nom,A1,,Parler de souvenirs,62,494
pendant tout,adverbe,A1,,Parler de souvenirs,62,495
tourisme,nom,A1,,Parler de souvenirs,62,496
gris,nom,A1,,,63,497
gâteau,nom,A1,,,63,498
touriste,nom,A1,,Parler de souvenirs,63,499
arriver le jour,verbe,A1,,Donner son opinion sur les vêtements,63,500
vite,adverbe,A1,,Donner son opinion sur les vêtements,63,501
destination,nom,A1,,Décrire un voyage,63,502
maritime,adjectif,A1,,Décrire un voyage,63,503
océanien,nom,A1,,Décrire un voyage,63,504
gâteau,adjectif,A1,,,64,505
génial,adjectif,A1,,,64,506
voyage,nom,A1,,Décrire un voyage,64,507
érable,nom,A1,,Décrire un voyage,64,508
anchois,nom,A1,,Parler d'animaux,64,509
anchoïade,nom,A1,,Parler d'animaux,64,510
animateur,nom,A1,,Parler d'animaux,64,511
août,nom,A1,,Parler d'animaux,64,512
h 00,nom,A1,,,65,513
haleine,nom,A1,,,65,514
généreux,adjectif,A1,,Parler d'animaux,65,515
tous,adjectif,A1,,Parler d'animaux,65,516
toussaint,nom,A1,,Parler d'animaux,65,517
âne,nom,A1,,Parler d'animaux,65,518
belle - mère,nom,A1,,Parler de la romance,65,519
belle - soeur,nom,A1,,Parler de la romance,65,520
hamster,nom,A1,,,66,521
hansen,nom,A1,,,66,522
charcuterie,nom,A1,,Parler de la romance,66,523
claire,nom,A1,,Parler de la romance,66,524
courageux,nom,A1,,Parler de la romance,66,525
demi – finale,nom,A1,,Parler de la romance,66,526
demi - heure,nom,A1,,Parler de la romance,66,527
demie,nom,A1,,Parler de la romance,66,528
haricot,nom,A1,,,67,529
hhhum,nom,A1,,,67,530
fanatique,nom,A1,,Parler de la romance,67,531
fantastique,adjectif,A1,,Parler de la romance,67,532
groseille,adjectif,A1,,Parler de la romance,67,533
mardi,nom,A1,,Parler de la romance,67,534
noir,adjectif,A1,,Parler de la romance,67,535
pour l' amour de,préposition,A1,,Parler de la romance,67,536
hi - han,adverbe,A1,,,68,537
hip,adjectif,A1,,,68,538
rouge,nom,A1,,Parler de la romance,68,539
aider,verbe,A1,,Assister à un entretien,68,540
assistant,adjectif,A1,,Assister à un entretien,68,541
assistant,nom,A1,,Assister à un entretien,68,542
assistant - opérateur,nom,A1,,Assister à un entretien,68,543
attache,nom,A1,,Assister à un entretien,68,544
hofmannstral,,A1,,,69,545
hop,adverbe,A1,,,69,546
aïd,,A1,,Assister à un entretien,69,547
cantine,nom,A1,,Assister à un entretien,69,548
derrière,adverbe,A1,,Assister à un entretien,69,549
enchanter,verbe,A1,,Assister à un entretien,69,550
endroit,adjectif,A1,,Assister à un entretien,69,551
ennuyer,verbe,A1,,Assister à un entretien,69,552
horrible,adjectif,A1,,,70,553
hotmail,nom,A1,,,70,554
ensoleillement,nom,A1,,Assister à un entretien,70,555
ensoleiller,verbe,A1,,Assister à un entretien,70,556
ensuite,adverbe,A1,,Assister à un entretien,70,557
exercices,nom,A1,,Assister à un entretien,70,558
magasin,nom,A1,,Participer à un débat,70,559
voici,verbe,A1,,Participer à un débat,70,560
hum,adverbe,A1,,,71,561
husky,nom,A1,,,71,562
à partir de,préposition,A1,,Participer à un débat,71,563
évidemment,adverbe,A1,,Participer à un débat,71,564
accompagner,verbe,A1,,Raconter un rêve,71,565
remonte,nom,A1,,Raconter un rêve,71,566
revendre,verbe,A1,,Raconter un rêve,71,567
réveiller,verbe,A1,,Raconter un rêve,71,568
hypermarché,nom,A1,,,72,569
hé,déterminant,A1,,,72,570
réveillon,nom,A1,,Raconter un rêve,72,571
réviser,verbe,A1,,Raconter un rêve,72,572
révé,verbe,A1,,Raconter un rêve,72,573
dressage,nom,A1,,Décrire des costumes,72,574
décorations,nom,A1,,Décrire des costumes,72,575
mannequin,nom,A1,,Décrire des costumes,72,576
hôpital,nom,A1,,,73,577
ici,adverbe,A1,,,73,578
africain,nom,A1,,Raconter un voyage,73,579
amusant,adjectif,A1,,Raconter un voyage,73,580
attraits,nom,A1,,Raconter un voyage,73,581
frais,verbe,A1,,Raconter un voyage,73,582
pantalon,nom,A1,,Raconter un voyage,73,583
saumon,nom,A1,,Raconter un voyage,73,584
idéal,adjectif,A1,,,74,585
ii,adjectif,A1,,,74,586
traversée,nom,A1,,Raconter un voyage,74,587
achour,nom,A1,,Raconter une aventure,74,588
amande,nom,A1,,Raconter une aventure,74,589
auvergnat,adjectif,A1,,Raconter une aventure,74,590
avec,préposition,A1,,Raconter une aventure,74,591
aventurier,adjectif,A1,,Raconter une aventure,74,592
import - export,nom,A1,,,75,593
inaugurafion,nom,A1,,,75,594
irrespectueux,adjectif,A1,,Raconter une aventure,75,595
passionnant,adjectif,A1,,Raconter une aventure,75,596
